date,docx,headline,outlet,topic,url
12/26/2014,Dec 22-Dec 31,"Reid's Baku Bureau radio station ""Freedom"" (Originally in Russian)",PanArmenian,"About the raid. Service Director Kenan Aliyev said that at least ten representatives of the Attorney General, accompanied by police officers broke into the office of and said they had a court's decision to close the offices. Similar raids by law enforcement agencies were carried out in the offices of IREX and the National Democratic Institute.",http://www.panarmenian.net/rus/news/186694/
12/26/2014,Dec 22-Dec 31,Azerbaijan Prosecutors Raid Radio Free Europe Bureau,International Business Times,"Prosecutors in Azerbaijan raided and shut down the Baku offices of U.S.-funded Radio Azadliq, the local arm of Radio Free Europe/Radio Liberty, on Friday, as part of a crackdown on media outlets within the country's borders. Servers, cameras and documents were reportedly confiscated while the offices were searched. Reporters Without Borders condemned the crackdown by prosecutors. Radio Azadliq joins several NGOs, which have faced increased pressure from the Azerbaijan government in recent months, including Oxfam, the National Democratic Institute and IREX.",http://www.ibtimes.com/azerbaijan-prosecutors-raid-radio-free-europe-bureau-1767860
12/26/2014,Dec 22-Dec 31,"Azerbaijani Prosecutor General's Office raided the Baku bureau of Radio ""Ozodlik"" (Originally in Russian)",Profi-Forex,"More than 10 employees of the General Prosecutor's Office of Azerbaijan raided the Baku Office of Radio Free Europe. In recent months law enforcement agencies held a number of raids on foreign institutions, in particular, in the offices of non-profit organizations such as IREX, Oxfam and the National Democratic Institute.",http://www.profi-forex.org/novosti-mira/novosti-sng/azerbaijan/entry1008239800.html
12/26/2014,Dec 22-Dec 31,"Work Office ""Freedom"" in Baku paralyzed (originally in Russian)",Svboda,"Prosecutors Azerbaijan closed and sealed the Baku Office. Search in Baku Bureau of Radio Liberty was organized in three weeks after the arrest of freelance radio Khadija Ismailova , who was engaged in investigative journalism. Similar searches shut down IREX, NDI, and Oxfam.",http://www.svoboda.org/content/article/26763764.html
12/26/2014,Dec 22-Dec 31,UPDATE: Azerbaijan Raids RFE/RL Baku Bureau,Radio Free Europe Radio Liberty,"The Baku bureau of RFE/RL's Azerbaijani Service has been sealed shut following a raid this morning by police and investigators from the state prosecutor's office that appears to be intended to silence one of the country's last independent media outlets. At least 10 employees have been summoned to the prosecutor's office for questioning over the past several days. A court order stated the search was part of an ongoing investigation of the Azerbaijani Service in connection with Azeri laws on foreign funding of NGOs. Several international organizations, including IREX, the National Democratic Institute, and Oxfam have been forced to suspend their operations in Azerbaijan this year.",http://www.rferl.org/content/release-rferl-condemns-azeri-raid-on-baku-bureau/26764363.html
12/26/2014,Dec 22-Dec 31,RFE/RL's Baku Bureau Raided by Prosecutor's Office,Eurasianet,"RFE/RL's Baku Bureau has been raided by members of the Azerbaijani Prosecutor's Office, who have ordered employees to leave the building and for work to be terminated. Azerbaijani prosecutors have staged similar raids in recent months on other so-called foreign entities, including nongovernmental organizations such as IREX, the National Democratic Institute, and Oxfam. All three NGOs were subsequently shut down. IREX, which operates in 125 countries promoting democratic reforms, became the latest to close down operations in September after Azerbaijani authorities froze its bank assets as part of what it called a ""criminal investigation.""",http://www.eurasianet.org/node/71486
12/26/2014,Dec 22-Dec 31,AZERBAIJAN: RFE/RL’S BAKU BUREAU FALLS VICTIM TO MEDIA CRACKDOWN,Eurasia Review,"Radio Azadliq, the Azerbaijani service of Radio Free Europe/Radio Liberty, became the latest victim of the government’s campaign to stamp out media pluralism when inspectors raided its Baku bureau today and then placed it under seal as they left, according to Reporters Without Borders. They confiscated documents after breaking open the office safe. They also took two laptops, the office’s main server, cameras and video cameras, memory cards and other information storage devices. The closure of Radio Azadliq’s Baku office follows similar measures against Azerbaijan’s leading media support NGOs in August, when the offices of the Institute for Reporters Freedom and Safety, the Media Rights Institute and the International Research & Exchanges Board (IREX) were all raided and place under seal.",http://www.eurasiareview.com/26122014-azerbaijan-rferls-baku-bureau-falls-victim-media-crackdown/
12/27/2014,Dec 22-Dec 31,RFE/RL Baku Staff Called For Questioning One Day After Bureau Raid,Radio Free Europe Radio Liberty,"RFE/RL employees in the Azerbaijani capital Baku say they are being harassed by state prosecutors one day after their bureau was ransacked and ordered closed by investigators. Kenan Aliyev, the director of RFE/RL's Azerbaijani Service, says dozens of full-time and freelance workers have been summoned to the prosecutor's office for questioning related to their employment. U.S. Senator Ben Cardin, chairman of the Commission on Security and Cooperation in Europe -- also known as the U.S. Helsinki Commission -- urged the Azerbaijani authorities to ""immediately end their harassment of journalists."" The closure of RFE/RL's Baku bureau also sparked criticism by the U.S. State Department and the Broadcast Board of Governors (BBG), which oversees all U.S. civilian international broadcasting. The offices of the Institute for Reporters Freedom and Safety, the Media Rights Institute, and the International Research and Exchanges Board (IREX) were all raided in August and sealed shut.",http://www.rferl.org/content/media-watchdog-condemns-raid-on-rferl-baku-office/26765074.html
12/27/2014,Dec 22-Dec 31,"U.S. Official, BBG Slam Raid On RFE/RL's Baku Bureau",Radio Free Europe Radio Liberty,"A U.S. State Department official says Washington is ""concerned"" by a raid on the Baku bureau of RFE/RL’s Azerbaijani Service, during which investigators from the state prosecutor's office shut down the premises after seizing company materials. Prosecutors say the raid is part of an ongoing investigation into RFE/RL's Azerbaijani Service as a foreign-funded entity. The crackdown on Ismayilova and the Baku bureau comes amid a sweep of arrests and closures that critics say are aimed at silencing antigovernment voices. In addition to arrests, Azerbaijani prosecutors have raided a number of so-called foreign entities, including nongovernmental organizations like IREX, the National Democratic Institute, and Oxfam.",http://www.rferl.org/content/azerbaijan-rferl-baku-bureau-raided/26763449.html
12/27/2014,Dec 22-Dec 31,"US State Department concerned raid Baku office radio ""Freedom"" (Originally in Russian)",PanArmenian,"The US State Department is extremely concerned about the fact that the General Prosecutor's Office of Azerbaijan sealed the office of ""Radio Liberty"" in Baku. Similar raids by law enforcement agencies were carried out against the offices of IREX and the National Democratic Institute. Both organizations were closed.",http://www.panarmenian.net/rus/news/186744/
12/27/2014,Dec 22-Dec 31,The State Department is concerned searched the offices of Radio Liberty in Baku (Originally in Russian),Torontovka,"The US State Department expressed concern about the searches bureau ""Radio Liberty"" in the Azerbaijani capital Baku. In recent months, the Azerbaijani prosecutor's office conducted similar searches in a number of representative offices of foreign non-profit organizations, including IREX, Oxfam and the National Democratic Institute for International Affairs United States.",http://torontovka.com/news/world/2014-12-27/235923.html
12/27/2014,Dec 22-Dec 31,"US concerned about the detention of the Baku office ""Radio Liberty"" (Originally in Russian)",Interfax Russia,"US authorities have expressed serious concern over the detention of office workers ""Radio"" Free Europe ""/ Radio Liberty"" in the Azerbaijani capital Baku. The report notes that in recent months the Azerbaijani prosecutor's office conducted similar raids in a number of representative offices of foreign non-profit organizations, including IREX, Oxfam and the National Democratic Institute for International Affairs United States.",http://www.interfax.ru/world/415778
12/28/2014,Dec 22-Dec 31,RFE journalists dragged to the Prosecutor in Baku (Originally in Romanian),Radio Free Europe,"Several journalists from RFE Baku were dragged to the Azerbaijani Prosecutor for questioning after the editorial office was raided and then sealed by Prosecutor employees. Azerbaijani law enforcement bodies have also conducted raids in recent years, IREX office and the National Democratic Institute, both organizations were subsequently closed.",file:///Users/ndanielsen/Projects/irexmedia/html/RFE%20journalists%20dragged%20to%20the%20Prosecutor%20in%20Baku
